Tunniste	Laji	Luokka 2019	Eliöryhmä
MX.38497	Brassica nigra – mustasinappi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38489	Brassica oleracea – vihanneskaali	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38493	Brassica rapa – satokaali	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40761	Brassica tournefortii – välimerenkaali	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41666	Bunias erucago – etelänukonpalko	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38373	Bunias orientalis – idänukonpalko	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38509	Cakile maritima – euroopanmerisinappi	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38446	Camelina alyssum – pellavatankio	RE – Suomesta hävinneet	Putkilokasvit, Tracheophyta
MX.41347	Camelina hispida – turkintankio	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38445	Camelina microcarpa – vehnätankio	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38444	Camelina sativa – ruistankio	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38452	Capsella bursa-pastoris – rikkalutukka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.40894	Capsella rubella – rusolutukka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38402	Cardamine amara – purolitukka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38407	Cardamine bellidifolia – tunturilitukka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38400	Cardamine bulbifera – hammasjuuri	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.4973163	Cardamine corymbosa – rikkalitukka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38410	Cardamine flexuosa – metsälitukka	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38411	Cardamine hirsuta – mäkilitukka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38409	Cardamine impatiens – lehtolitukka	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38408	Cardamine parviflora – rantalitukka	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38406	Cardamine pratensis subsp. angustifolia – pohjanluhtalitukka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38405	Cardamine pratensis subsp. paludosa – rantaluhtalitukka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38404	Cardamine pratensis subsp. pratensis – niittyluhtalitukka	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.38383	Chorispora tenella – hentoirsokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38441	Cochlearia danica – tanskankuirimo	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38442	Cochlearia officinalis – rohtokuirimo	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.39664	Coincya monensis – lakkanokkasinappi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38482	Conringia orientalis – idänsavuruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41041	Conringia planisiliqua – aasiansavuruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38514	Crambe maritima – euroopanmerikaali	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.40943	Descurainia pinnata – sirolitutilli	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38362	Descurainia sophia – rohtolitutilli	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38485	Diplotaxis muralis – pikkuhietasinappi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38484	Diplotaxis tenuifolia – isohietasinappi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38426	Draba alpina – kultakynsimö	CR – Äärimmäisen uhanalaiset	Putkilokasvit, Tracheophyta
MX.38432	Draba cinerea – idänkynsimö	VU – Vaarantuneet	Putkilokasvit, Tracheophyta
MX.38429	Draba fladnizensis – tunturikynsimö	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38431	Draba glabella – isokynsimö	VU – Vaarantuneet	Putkilokasvit, Tracheophyta
MX.38433	Draba incana – harmaakynsimö	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38430	Draba lactea – lapinkynsimö	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38434	Draba muralis – vallikynsimö	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.38435	Draba nemorosa – keltakynsimö	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38427	Draba nivalis – lumikynsimö	VU – Vaarantuneet	Putkilokasvit, Tracheophyta
MX.38428	Draba norvegica – kalliokynsimö	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.40962	Draba sibirica – siperiankynsimö	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38439	Draba verna – kevätkynsimö	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.43042	Enarthrocarpus lyratus – tormokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38503	Eruca vesicaria – sinappikaali	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38505	Erucastrum gallicum – ranskankaalisinappi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38507	Erucastrum incanum – hilmiö	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41507	Erucastrum supinum – pikkukaalisinappi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38377	Erysimum cheiranthoides – peltoukonnauris	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.41069	Erysimum crepidifolium – kelttoukonnauris	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.4973257	Erysimum marschallianum – tankiukonnauris	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38376	Erysimum repandum – idänukonnauris	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38375	Erysimum strictum – rantaukonnauris	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38385	Euclidium syriacum – linnunnokka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38381	Hesperis matronalis – tarhaillakko	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41126	Hornungia petraea – kivikesäkrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38459	Iberis amara – katkerasaippo	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38460	Iberis umbellata – sarjasaippo	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41140	Iberis odorata – tuoksusaippo	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41141	Iberis sempervirens – talvisaippo	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38371	Isatis tinctoria – värimorsinko	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38466	Lepidium bonariense – argentiinankrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38462	Lepidium campestre – kenttäkrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38477	Lepidium coronopus – kaljuvariksenkrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38467	Lepidium densiflorum – ratakrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38478	Lepidium didymum – karvavariksenkrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38475	Lepidium draba – kynsimökrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38463	Lepidium heterophyllum – nurmikrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38473	Lepidium latifolium – isokrassi	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.38469	Lepidium neglectum – rikkakrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38472	Lepidium perfoliatum – sepokrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38470	Lepidium ramosissimum – haarakrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38471	Lepidium ruderale – pihakrassi	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38464	Lepidium sativum – vihanneskrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38465	Lepidium virginicum – virginiankrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38424	Lobularia maritima – tuoksupielus	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41162	Lunaria annua – kesäkuuruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41163	Lunaria rediviva – ikikuuruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41209	Malcolmia africana – afrikanmalkolmia	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41210	Malcolmia maritima – merimalkolmia	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38662	Matthiola incana – välimerenleukoija	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41166	Matthiola longipetala – sarvileukoija	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38369	Myagrum perfoliatum – ontervio	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41233	Nasturtium officinale – isovesikrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38450	Neslia paniculata – ohraruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38455	Noccaea caerulescens – kevättaskuruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38457	Noccaea brachypetala – toukotaskuruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41539	Noccaea perfoliata – rikkataskuruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40711	Pseudoturritis turrita – raippalitu	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38516	Raphanus raphanistrum – peltoretikka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38517	Raphanus sativus – ruokaretikka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38511	Rapistrum perenne – sileäsaksanretikka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38512	Rapistrum rugosum – kurttusaksanretikka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38392	Rorippa amphibia – vesinenätti	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38391	Rorippa austriaca – etelännenätti	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38395	Rorippa palustris – rantanenätti	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38394	Rorippa sylvestris – rikkanenätti	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38501	Sinapis alba – keltasinappi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38499	Sinapis arvensis – rikkasinappi	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38356	Sisymbrium altissimum – unkarinpernaruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41505	Sisymbrium austriacum – tonavanpernaruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41506	Sisymbrium irio – kiiltopernaruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38354	Sisymbrium loeselii – karvapernaruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38358	Sisymbrium officinale – rohtopernaruoho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38357	Sisymbrium orientale – idänpernaruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38353	Sisymbrium strictissimum – jäykkäpernaruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38355	Sisymbrium volgense – volganpernaruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38480	Subularia aquatica – vesiäimäruoho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38454	Thlaspi arvense – peltotaskuruoho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38415	Turritis glabra – ketopölkkyruoho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.41036	Cleome hassleriana – otahämähäkkikukka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41592	Reseda alba – valkoreseda	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38522	Reseda lutea – keltareseda	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38520	Reseda luteola – värireseda	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38521	Reseda odorata – tuoksureseda	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41593	Reseda phyteuma – nuokkukotareseda	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41485	Sesamoides purpurascens – espanjantähtiterttu	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41601	Tropaeolum majus – isoköynnöskrassi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.39521	Mesembryanthemum nodiflorum – suppujääpäivikki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38022	Tetragonia tetragonoides – vihanneslamopinaatti	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38155	Amaranthus albus – valkorevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38156	Amaranthus blitoides – lusikkarevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41677	Amaranthus blitum – pinaattirevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41678	Amaranthus caudatus – punarevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41681	Amaranthus deflexus – rikkarevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41369	Amaranthus graecizans – kreikanrevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41679	Amaranthus hybridus – viljarevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41682	Amaranthus palmeri – rassirevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41683	Amaranthus polygonoides – suppilorevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38153	Amaranthus retroflexus – viherrevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41684	Amaranthus rudis – kansasinrevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41685	Amaranthus spinosus – piikkirevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41686	Amaranthus standleyanus – argentiinanrevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41687	Amaranthus viridis – hentorevonhäntä	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41404	Polycnemum arvense – otarustoruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38112	Agrostemma githago – isoaurankukka	RE – Suomesta hävinneet	Putkilokasvit, Tracheophyta
MX.40718	Arenaria biflora – alppiarho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40720	Arenaria leptoclados – siroarho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38034	Arenaria norvegica – norjanarho	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38035	Arenaria pseudofrigida – tunturiarho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38036	Arenaria serpyllifolia – mäkiarho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38127	Atocion armeria – tarhakohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38126	Atocion rupestre – kalliokohokki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38067	Cerastium alpinum – tunturihärkki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.290855	Ceraastium alpinum – tunturihärkin Kaavin serpentiinirotu	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.4999216	Cerastium alpinum – tunturihärkin Keski-Lapin serpentiinirodut	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.38066	Cerastium arvense – ketohärkki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40916	Cerastium brachypetalum – lyhytterähärkki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40917	Cerastium davuricum – idänhärkki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40918	Cerastium dichotomum – hankahärkki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38074	Cerastium fontanum subsp. fontanum – pohjannurmihärkki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38075	Cerastium fontanum subsp. vulgare – piennarnurmihärkki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38077	Cerastium fontanum subsp. vulgare var. kajanense – kainuunnurmihärkki	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38078	Cerastium glomeratum – sykeröhärkki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38080	Cerastium glutinosum – tahmahärkki	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.41003	Cerastium nigrescens – kellohärkki	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.38079	Cerastium semidecandrum – mäkihärkki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38065	Cerastium tomentosum – hopeahärkki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41277	Chaetonychia cymosa – pikkuvuohenpolvi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38043	Cherleria biflora – lapinnätä	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.4999217	Cherleria biflora – lapinnädän serpentiinityypit	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.41052	Corrigiola litoralis – varsanpolvi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38147	Dianthus arenarius – hietaneilikka	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.40946	Dianthus armeria – mykeröneilikka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38146	Dianthus barbatus – harjaneilikka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40947	Dianthus carthusianorum – munkkineilikka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38150	Dianthus deltoides – ketoneilikka	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.40950	Dianthus plumarius – sulkaneilikka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38149	Dianthus superbus – pulskaneilikka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.290856	Dianthus superbus – pulskaneilikan Kaavin serpentiinirotu	VU – Vaarantuneet	Putkilokasvit, Tracheophyta
MX.38064	Dichodon cerastoides – lumihärkki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.41109	Gypsophila acutifolia – idänharso	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38139	Gypsophila elegans – kesäharso	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38137	Gypsophila fastigiata – kangasraunikki	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38138	Gypsophila paniculata – morsiusharso	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41110	Gypsophila perfoliata – seporaunikki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41111	Gypsophila pilosa – karvaraunikki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41112	Gypsophila viscosa – tahmaharso	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38144	Gypsophila vaccaria – toukokukka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38095	Herniaria glabra – ketotyräruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40776	Herniaria hirsuta – karvatyräruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41120	Herniaria polygama – tuoksutyräruoho	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38045	Honckenya peploides – suola-arho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.41142	Illecebrum verticillatum – rustokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40811	Lepyrodiclis holosteoides – rennokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.40832	Loeflingia baetica – marokonjäsenyrtti	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38105	Lychnis chalcedonica – palavarakkaus	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41165	Lychnis coronaria – harmaakäenkukka	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38106	Lychnis flos-cuculi – niittykäenkukka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38039	Moehringia lateriflora – laaksoarho	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.38038	Moehringia trinervia – lehtoarho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38082	Myosoton aquaticum – vata	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.41276	Paronychia argentea – hopeavuohenpolvi	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41403	Polycarpon tetraphyllum – etelänkynsiyrtti	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38140	Psammophiliella muralis – ketoraunikki	VU – Vaarantuneet	Putkilokasvit, Tracheophyta
MX.38041	Sabulina rubella – rusonätä	VU – Vaarantuneet	Putkilokasvit, Tracheophyta
MX.38042	Sabulina stricta – tunturinätä	VU – Vaarantuneet	Putkilokasvit, Tracheophyta
MX.4973796	Sagina apetala – ketohaarikko	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38089	Sagina maritima – merihaarikko	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.42795	Sagina micropetala – piennarhaarikko	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38085	Sagina nivalis – lumihaarikko	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.38084	Sagina nodosa – nyylähaarikko	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38088	Sagina procumbens – rentohaarikko	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38086	Sagina saginoides – tunturihaarikko	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38142	Saponaria officinalis – rohtosuopayrtti	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38092	Scleranthus annuus – viherjäsenruoho	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38091	Scleranthus perennis – vaaleajäsenruoho	EN – Erittäin uhanalaiset	Putkilokasvit, Tracheophyta
MX.38125	Silene acaulis – tunturikohokki	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.40925	Silene baccifera – marjakohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41494	Silene borysthenica – liettuankohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41496	Silene colorata – kirjokohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38135	Silene conoidea – kartiokohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41497	Silene cretica – kreetankohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38124	Silene csereii – itämaittenkohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38133	Silene dichotoma – hankakohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38131	Silene dioica – puna-ailakki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38134	Silene gallica – ranskankohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38119	Silene involucrata subsp. tenella – pohjankehtoailakki	CR – Äärimmäisen uhanalaiset	Putkilokasvit, Tracheophyta
MX.38129	Silene latifolia – ilta-ailakki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41498	Silene micropetala – pieniteräkohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41499	Silene muscipula – kärpäskohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38128	Silene noctiflora – yöailakki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.41500	Silene nocturna – välimerenkohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38114	Silene nutans – nuokkukohokki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.41501	Silene otites – arokohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.4972732	Silene schafta – syyskohokki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
MX.38116	Silene tatarica – tataarikohokki	NT – Silmälläpidettävät	Putkilokasvit, Tracheophyta
MX.38123	Silene uniflora – merikohokki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38115	Silene viscosa – tahma-ailakki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38120	Silene vulgaris – nurmikohokki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38117	Silene wahlbergella – pahta-ailakki	VU – Vaarantuneet	Putkilokasvit, Tracheophyta
MX.38098	Spergula arvensis subsp. arvensis – etelänpeltohatikka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.43008	Spergula arvensis subsp. maxima – pellavahatikka	RE – Suomesta hävinneet	Putkilokasvit, Tracheophyta
MX.38099	Spergula arvensis subsp. sativa – pohjanpeltohatikka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38100	Spergula morisonii – kalliohatikka	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.38102	Spergularia marina – suolasolmukki	LC – Elinvoimaiset	Putkilokasvit, Tracheophyta
MX.41001	Spergularia media – merisolmukki	CR – Äärimmäisen uhanalaiset	Putkilokasvit, Tracheophyta
MX.41320	Spergularia purpurea – etelänsolmukki	NA – Arviointiin soveltumattomat	Putkilokasvit, Tracheophyta
