Tunniste	Laji	Luokka 2019	Eliöryhmä
MX.317865	Telenomus minimus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317866	Telenomus nitidulus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317867	Telenomus othus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317868	Telenomus pentatomus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317869	Telenomus phalenarum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317870	Telenomus punctiventris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317871	Telenomus strelzovi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317872	Telenomus tetratomus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317873	Telenomus truncatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317874	Telenomus wullschlegeli	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317875	Telenomus dalmanni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317839	Trissolcus exerrandus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317841	Trissolcus flavipes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317844	Trissolcus scutellaris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317845	Trissolcus semistriatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317847	Trissolcus tumidus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317834	Tiphodytes gerriphagus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317500	Acerotella boter	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317501	Acerotella evanescens	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317502	Acerotella humilis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317503	Acerotella hungarica	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317505	Aceroteta borealis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317507	Amblyaspis belus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317509	Amblyaspis populi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317510	Amblyaspis roboris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317511	Amblyaspis scelionoides	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317512	Amblyaspis tritici	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317514	Anopedias lacustris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317515	Anopedias notaulatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317516	Anopedias obscurus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317517	Anopedias tritomus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317519	Ceratacis cochleata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317523	Euxestonotus error	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317524	Euxestonotus hasselbalchi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317526	Fidiobia polita	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317528	Fidiobia rugosifrons	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317530	Inostemma acuminatum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317531	Inostemma boscii	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317532	Inostemma brevicornu	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317534	Inostemma contariniae	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317535	Inostemma curtum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.323586	Inostemma favo	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317536	Inostemma foersteri	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317537	Inostemma hyperici	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317538	Inostemma koponeni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317539	Inostemma melicerta	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317540	Inostemma opacum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317541	Inostemma reticulatum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317542	Inostemma szabopatayi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317543	Inostemma walkeri	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317545	Iphitrachelus gracilis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317546	Iphitrachelus lar	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317548	Isocybus bifracticornis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317549	Isocybus matuta	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317551	Isocybus thomsoni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317552	Isocybus trochanteratus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317554	Isostasius inserens	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317555	Isostasius punctiger	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317557	Leptacis breisteini	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317558	Leptacis buchi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317559	Leptacis coryphe	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317560	Leptacis fimbriata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317561	Leptacis halia	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317562	Leptacis laodice	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317563	Leptacis nydia	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317564	Leptacis orchymonti	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317565	Leptacis ozines	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317566	Leptacis tipulae	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317567	Leptacis vlugi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317569	Metaclisis acerina	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317570	Metaclisis areolatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317571	Metaclisis suecica	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317573	Metanopedias lasiopterae	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317575	Piestopleura catilla	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317576	Piestopleura garridoi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317578	Piestopleura seron	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317584	Platygaster abrupta	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317585	Platygaster acrisius	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317586	Platygaster aebeloeensis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317587	Platygaster aegeus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317588	Platygaster anopediana	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317589	Platygaster athamas	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317590	Platygaster betulae	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317591	Platygaster betularia	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317592	Platygaster borealis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317593	Platygaster breviscapa	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317594	Platygaster cebes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317595	Platygaster chloropus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317597	Platygaster compressicornis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317599	Platygaster cyrsilus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317600	Platygaster dalgaardi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317601	Platygaster damokles	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317602	Platygaster danielssoni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317603	Platygaster demades	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317692	Platygaster depressiventris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317604	Platygaster dryope	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317605	Platygaster elongata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317607	Platygaster ennius	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317608	Platygaster eriphyle	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317609	Platygaster estonica	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317610	Platygaster euhemerus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317611	Platygaster fennica	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317613	Platygaster frater	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317614	Platygaster gaia	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.4979820	Platygaster gladiator	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317615	Platygaster glemhornae	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317617	Platygaster gracilipes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317618	Platygaster gyge	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317620	Platygaster henkvlugi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317621	Platygaster hyalinata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.4884828	Platygaster hybrida	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.323590	Platygaster inconspicua	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.323585	Platygaster inermis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.4884829	Platygaster koponeni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.323524	Platygaster laevifoveolata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317690	Platygaster lamelliformis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.323604	Platygaster latiptera	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317627	Platygaster leptines	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317628	Platygaster lineaticeps	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317629	Platygaster longestriolatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317630	Platygaster lundensis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317631	Platygaster lyneborgi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317632	Platygaster lysicles	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317633	Platygaster malpighii	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317634	Platygaster marchali	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317635	Platygaster marginata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317637	Platygaster marttii	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317638	Platygaster masneri	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317639	Platygaster microsculpturata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.4979821	Platygaster minuta	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317641	Platygaster multicostata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317642	Platygaster munita	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317643	Platygaster nashi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317644	Platygaster nigerrimus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317646	Platygaster nisus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317647	Platygaster oblonga	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317648	Platygaster oebalus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317649	Platygaster oeclus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.4979915	Platygaster orcus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317651	Platygaster orus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317652	Platygaster oscus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317653	Platygaster otanes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317655	Platygaster pedasus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317656	Platygaster pelias	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317657	Platygaster philinna	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317659	Platygaster picipes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317660	Platygaster plana	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317661	Platygaster polita	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317662	Platygaster pubicornis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317663	Platygaster punctiventris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317664	Platygaster quadriceps	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317665	Platygaster rufitibia	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317666	Platygaster rugosiceps	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317667	Platygaster rutilipes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317668	Platygaster rutubus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317670	Platygaster sagana	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317671	Platygaster signata	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317672	Platygaster singularis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.4979914	Platygaster soederlundi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.4979822	Platygaster sonchis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317675	Platygaster splendidula	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317676	Platygaster striatifacies	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317677	Platygaster striatithorax	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317678	Platygaster striolatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317679	Platygaster subapicalis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317680	Platygaster sublongicornis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317681	Platygaster subuliformis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317683	Platygaster tisias	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317684	Platygaster transversiceps	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317685	Platygaster tuberosula	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317686	Platygaster uniformis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317687	Platygaster vintheri	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317688	Platygaster vulgaris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317689	Platygaster xeneus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.323588	Platygaster zigrida	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317696	Synopeas acutispinus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.323525	Synopeas blechingium	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317697	Synopeas bohemani	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317698	Synopeas breve	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317699	Synopeas chica	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317700	Synopeas ciliatum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317701	Synopeas convexum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317702	Synopeas craterum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317703	Synopeas cryptus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317704	Synopeas curvicauda	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317705	Synopeas decurvatum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317707	Synopeas discoideus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317708	Synopeas euryale	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317709	Synopeas figitiformis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317710	Synopeas fungorum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317711	Synopeas gibberosum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.4979824	Synopeas hansseni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317712	Synopeas hyllus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317713	Synopeas inerme	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317714	Synopeas larides	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317715	Synopeas lugubre	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317716	Synopeas martikaineni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317717	Synopeas melampus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317718	Synopeas muticum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317719	Synopeas myles	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317720	Synopeas opacum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317721	Synopeas osaces	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317722	Synopeas rhanis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317723	Synopeas sosis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317724	Synopeas suomianum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317725	Synopeas trebium	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317726	Synopeas ventrale	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317727	Synopeas vikbergi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317729	Trichacis didas	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317730	Trichacis nosferatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317731	Trichacis pisis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317733	Trichacis remulus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317736	Allotropa conventus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
